3,1.000000000,0.000003867,-0.000181955,-0.012825501,-0.000003783,0.999999881,0.000462495,0.002001681,0.000181957,-0.000462494,0.999999881,-0.004080771,
7,0.999992967,0.000277284,-0.003744497,-0.010680743,-0.000271626,0.999998808,0.001511578,0.001025848,0.003744912,-0.001510550,0.999991834,-0.006386509,
8,0.999984860,0.000308470,-0.005488798,-0.013582528,-0.000298742,0.999998391,0.001773076,0.001475860,0.005489336,-0.001771409,0.999983370,-0.008050195,
9,0.999973476,-0.000072780,-0.007279824,-0.017666280,0.000087624,0.999997914,0.002038785,0.001987656,0.007279661,-0.002039369,0.999971449,-0.009969237,
10,0.999949872,0.000077553,-0.010009882,-0.024764977,-0.000050564,0.999996364,0.002696488,0.002477526,0.010010054,-0.002695847,0.999946237,-0.013624406,
11,0.999942839,0.000086923,-0.010692147,-0.028361857,-0.000051457,0.999994516,0.003317303,0.002298972,0.010692376,-0.003316563,0.999937356,-0.015714128,
12,0.999905229,0.000091970,-0.013767546,-0.035855595,-0.000034126,0.999991179,0.004201607,0.002680619,0.013767811,-0.004200739,0.999896407,-0.019242035,
13,0.999878049,-0.000000923,-0.015618315,-0.038340978,0.000066261,0.999991238,0.004182858,0.003267547,0.015618174,-0.004183382,0.999869287,-0.020795878,
16,0.999999821,0.000008192,0.000547284,-0.011408028,-0.000008626,0.999999702,0.000793299,0.000863235,-0.000547277,-0.000793303,0.999999523,-0.003786127,
17,0.999999881,-0.000109254,0.000498314,-0.016209852,0.000108685,0.999999344,0.001140943,0.001218967,-0.000498438,-0.001140888,0.999999225,-0.005619016,
18,0.999999583,-0.000351731,0.000870568,-0.028024498,0.000350484,0.999998927,0.001432116,0.002438353,-0.000871070,-0.001431810,0.999998569,-0.008654456,
19,0.999999523,-0.000763116,0.000624381,-0.039353654,0.000761919,0.999997854,0.001914301,0.003716610,-0.000625841,-0.001913824,0.999997973,-0.011930544,
20,0.999999046,-0.000325306,0.001335789,-0.051984038,0.000322953,0.999998391,0.001761727,0.005842402,-0.001336360,-0.001761294,0.999997556,-0.014439519,
21,0.999999106,-0.000337884,0.001308766,-0.051965438,0.000335623,0.999998450,0.001727227,0.005880536,-0.001309348,-0.001726786,0.999997675,-0.014373508,
22,0.999998808,-0.000297319,0.001503422,-0.057342462,0.000294445,0.999998152,0.001911636,0.006596267,-0.001503987,-0.001911191,0.999997020,-0.016065802,
23,0.999998152,-0.000467964,0.001872569,-0.070267633,0.000464951,0.999998569,0.001609429,0.008780121,-0.001873319,-0.001608555,0.999996960,-0.018344680,
24,0.999995887,-0.000905170,0.002724129,-0.076932013,0.000904088,0.999999523,0.000398719,0.010788632,-0.002724489,-0.000396254,0.999996185,-0.017434906,
25,0.999991000,-0.000998201,0.004120525,-0.093572803,0.000997841,0.999999523,0.000089332,0.013049513,-0.004120613,-0.000085219,0.999991536,-0.020876303,
26,0.999988616,-0.000950712,0.004679802,-0.100018181,0.000949132,0.999999464,0.000339819,0.013541389,-0.004680123,-0.000335374,0.999988973,-0.021985725,
27,0.999984324,-0.001294968,0.005447400,-0.114757515,0.001291643,0.999998987,0.000613835,0.014926880,-0.005448190,-0.000606789,0.999984980,-0.025224451,
